% mention
@RELATION men

@ATTRIBUTE m_type {N, PR, NULL}
@ATTRIBUTE m1_type {N, PR, NULL}
@ATTRIBUTE gn {MASC, FEM, NULL}
@ATTRIBUTE gn1 {MASC, FEM, NULL}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC, NULL}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL

@DATA
N,PR,MASC,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,19,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,PLUR,CASE=NO,CASE=NO,NO,NO,17,42,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,1,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,2,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,3,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,4,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,5,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,6,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,7,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,8,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,9,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,10,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,11,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,12,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,13,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,14,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,15,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,16,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,17,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,18,0,0
N,PR,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,79,19,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,79,20,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,21,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,22,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,73,23,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,79,24,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,12,25,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,26,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,27,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,28,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,26,29,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,30,0,0
N,PR,NULL,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,31,0,0
N,N,MASC,FEM,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,19,32,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,14,33,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,34,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,35,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,36,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,16,37,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,34,38,0,0
N,N,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,39,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,40,0,0
N,PR,MASC,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,41,0,0
N,N,FEM,FEM,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,42,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,1,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,2,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,3,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,4,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,5,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,6,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,7,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,8,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,9,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,10,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,11,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,12,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,13,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,14,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,15,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,16,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,17,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,18,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,19,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,20,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,94,21,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,22,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,23,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,88,25,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,27,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,52,30,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,50,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,38,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,34,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,34,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,46,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,51,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,42,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,1,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,3,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,4,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,5,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,6,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,7,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,8,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,9,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,10,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,12,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,15,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,16,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,19,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,20,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,21,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,22,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,23,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,24,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,25,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,27,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,47,30,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,31,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,45,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,17,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,21,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,44,42,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,1,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,2,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,3,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,4,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,5,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,6,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,7,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,8,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,9,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,10,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,11,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,12,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,13,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,14,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,15,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,16,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,17,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,18,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,19,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,20,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,21,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,22,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,93,23,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,24,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,25,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,26,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,87,27,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,45,28,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,29,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,56,30,0,0
N,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,45,31,0,0
N,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,40,32,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,33,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,34,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,37,35,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,31,36,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,33,37,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,35,38,0,0
N,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,61,39,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,55,40,0,0
N,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,36,41,0,0
N,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,46,42,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,1,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,3,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,4,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,5,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,6,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,7,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,8,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,9,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,10,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,12,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,15,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,16,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,19,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,20,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,21,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,22,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,23,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,24,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,25,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,26,0,0
PR,N,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,27,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,59,30,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,57,31,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,36,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,35,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,25,36,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,38,37,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,21,38,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,24,39,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,32,40,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,29,41,0,0
PR,N,FEM,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,22,42,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,1,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,2,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,3,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,4,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,5,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,6,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,7,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,8,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,9,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,10,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,11,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,12,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,13,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,14,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,15,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,16,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,17,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,18,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,19,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,20,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,21,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,22,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,23,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,24,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,25,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,86,26,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,27,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,28,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,29,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,71,30,0,0
PR,PR,NULL,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,31,0,0
PR,N,MASC,MASC,NULL,NULL,PLUR,SING,CASE=NO,CASE=NO,NO,NO,27,32,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,53,33,0,0
PR,PR,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,43,34,0,0
PR,N,MASC,MASC,NULL,NULL,SING,SING,CASE=NO,CASE=NO,NO,NO,42,35,0,0
